right wheel encoder data: 424627280584 29
imu data: 424627788669 0.040016 -0.064721 1.00339 0.805 -2.24875 -0.58625
left wheel encoder data: 424628121854 29
right wheel encoder data: 424628277223 29
imu data: 424628897536 0.041236 -0.060268 1.00357 0.88375 -2.31 -0.6825
left wheel encoder data: 424629122574 30
right wheel encoder data: 424629277944 30
left wheel encoder data: 424630120671 30
right wheel encoder data: 424630279539 30
imu data: 424630070242 0.042212 -0.055632 1.00077 0.97125 -2.35375 -0.77
left wheel encoder data: 424631120809 30
right wheel encoder data: 424631279385 30
imu data: 424631120809 0.043371 -0.050752 1.00272 1.0675 -2.3625 -0.84
left wheel encoder data: 424632126193 31
right wheel encoder data: 424632279522 30
imu data: 424632315960 0.045994 -0.045384 1.00125 1.1725 -2.33625 -0.91
left wheel encoder data: 424633121667 31
right wheel encoder data: 424633297733 31
imu data: 424633390430 0.048068 -0.040504 0.997716 1.2775 -2.275 -0.97125
left wheel encoder data: 424634120347 31
right wheel encoder data: 424634278631 31
imu data: 424634534277 0.048678 -0.036234 1.00064 1.365 -2.16125 -1.04125
left wheel encoder data: 424635127772 31
right wheel encoder data: 424635299757 31
left wheel encoder data: 424636122662 31
imu data: 424635637897 0.049105 -0.032696 1.00382 1.4175 -2.0125 -1.09375
right wheel encoder data: 424636294648 31
ofs data: 424636204136 -16 -16 221 80 0
imu data: 424636757842 0.05002 -0.028731 1.00687 1.4525 -1.82875 -1.155
left wheel encoder data: 424637122217 32
right wheel encoder data: 424637279919 32
imu data: 424637897899 0.049532 -0.022448 1.01004 1.44375 -1.61875 -1.21625
left wheel encoder data: 424638122937 32
right wheel encoder data: 424638278890 32
left wheel encoder data: 424639119285 32
imu data: 424639016969 0.050142 -0.014152 1.01175 1.4 -1.4 -1.26
right wheel encoder data: 424639312259 32
left wheel encoder data: 424640121755 33
imu data: 424640198128 0.051484 -0.006344 1.01223 1.33 -1.1725 -1.30375
right wheel encoder data: 424640309773 33
left wheel encoder data: 424641118103 33
right wheel encoder data: 424641279303 33
imu data: 424641311951 0.051972 -0.001586 1.0129 1.225 -0.91875 -1.33
left wheel encoder data: 424642120864 33
right wheel encoder data: 424642278857 33
imu data: 424642489320 0.052094 0.001098 1.01449 1.11125 -0.65625 -1.35625
left wheel encoder data: 424643121002 33
right wheel encoder data: 424643278412 33
imu data: 424643578949 0.052826 0.00244 1.01522 0.98875 -0.37625 -1.3825
left wheel encoder data: 424644120265 34
right wheel encoder data: 424644277966 34
left wheel encoder data: 424645123317 34
right wheel encoder data: 424645278687 34
imu data: 424644767104 0.053558 0.002806 1.01504 0.86625 -0.0875 -1.4
ofs data: 424645733573 -15 -15 222 80 0
left wheel encoder data: 424646121414 34
right wheel encoder data: 424646279116 34
imu data: 424645864019 0.05307 0.004331 1.01638 0.76125 0.21875 -1.435
left wheel encoder data: 424647120969 34
right wheel encoder data: 424647278962 34
imu data: 424647059754 0.053253 0.007503 1.01876 0.67375 0.5075 -1.46125
left wheel encoder data: 424648119940 35
imu data: 424648179115 0.053436 0.011224 1.01675 0.60375 0.77 -1.49625
right wheel encoder data: 424648445837 35
left wheel encoder data: 424649126782 35
right wheel encoder data: 424649279237 35
imu data: 424649332581 0.053192 0.014518 1.01608 0.56 0.9975 -1.53125
left wheel encoder data: 424650121090 35
right wheel encoder data: 424650531522 35
imu data: 424650474388 0.05246 0.017812 1.01968 0.525 1.2075 -1.56625
left wheel encoder data: 424651123268 35
right wheel encoder data: 424651280095 35
imu data: 424651597539 0.051484 0.020984 1.019 0.5075 1.4 -1.58375
left wheel encoder data: 424652140312 36
right wheel encoder data: 424652279358 36
imu data: 424652698244 0.050386 0.0244 1.01772 0.49875 1.575 -1.58375
left wheel encoder data: 424653119462 36
right wheel encoder data: 424653278621 36
left wheel encoder data: 424654182563 36
right wheel encoder data: 424654280216 36
imu data: 424653841217 0.050142 0.027023 1.01907 0.48125 1.7325 -1.5575
imu data: 424654980108 0.048983 0.027572 1.01541 0.4725 1.84625 -1.51375
ofs data: 424655025144 -13 -13 212 80 0
left wheel encoder data: 424655274232 37
right wheel encoder data: 424655330492 36
left wheel encoder data: 424656120457 37
right wheel encoder data: 424656279616 37
imu data: 424656167972 0.047214 0.027511 1.0148 0.4725 1.91625 -1.46125
left wheel encoder data: 424657120303 37
right wheel encoder data: 424657278588 37
imu data: 424657259057 0.046543 0.027267 1.01632 0.455 1.93375 -1.4
left wheel encoder data: 424658122190 37
right wheel encoder data: 424658279892 37
imu data: 424658444298 0.045628 0.02745 1.01431 0.455 1.89875 -1.33
left wheel encoder data: 424659120870 38
right wheel encoder data: 424659279155 37
imu data: 424659587270 0.043798 0.028121 1.01236 0.44625 1.8375 -1.26
left wheel encoder data: 424660123631 38
right wheel encoder data: 424660280167 38
imu data: 424660729660 0.0427 0.028914 1.01199 0.42 1.75 -1.19875
left wheel encoder data: 424661119979 38
right wheel encoder data: 424661279430 38
imu data: 424661817248 0.04209 0.029036 1.01211 0.37625 1.63625 -1.14625
left wheel encoder data: 424662120991 39
right wheel encoder data: 424662285397 38
left wheel encoder data: 424663118505 39
right wheel encoder data: 424663277664 38
imu data: 424663024350 0.040138 0.028548 1.00979 0.2975 1.49625 -1.085
ofs data: 424664108877 -13 -13 212 80 0
imu data: 424664120975 0.03965 0.027694 1.01168 0.20125 1.3125 -1.02375
left wheel encoder data: 424664453576 39
right wheel encoder data: 424664462904 39
left wheel encoder data: 424665120821 39
imu data: 424665233048 0.039467 0.02623 1.01248 0.07875 1.11125 -0.95375
right wheel encoder data: 424665537374 39
left wheel encoder data: 424666122999 40
right wheel encoder data: 424666279243 39
imu data: 424666423827 0.038186 0.024095 1.01095 -0.04375 0.8925 -0.8925
left wheel encoder data: 424667121679 40
right wheel encoder data: 424667279672 39
imu data: 424667513455 0.03721 0.019764 1.01358 -0.1575 0.6825 -0.81375
left wheel encoder data: 424668121525 40
right wheel encoder data: 424668279809 40
